permutation_index,false_containment_detection_rate
1,0.1891891891891892
2,0.19230769230769232
3,0.1935483870967742
4,0.1935483870967742
5,0.1935483870967742
6,0.2
7,0.20588235294117646
8,0.20689655172413793
9,0.20689655172413793
10,0.20689655172413793
11,0.21212121212121213
12,0.21739130434782608
13,0.21875
14,0.2222222222222222
15,0.2222222222222222
16,0.2222222222222222
17,0.2222222222222222
18,0.2222222222222222
19,0.2222222222222222
20,0.22580645161290322
21,0.22580645161290322
22,0.22580645161290322
23,0.22580645161290322
24,0.22857142857142856
25,0.23076923076923078
26,0.23076923076923078
27,0.23076923076923078
28,0.23333333333333334
29,0.23333333333333334
30,0.23333333333333334
31,0.23333333333333334
32,0.23333333333333334
33,0.23333333333333334
34,0.23333333333333334
35,0.23333333333333334
36,0.23333333333333334
37,0.23529411764705882
38,0.23529411764705882
39,0.23529411764705882
40,0.23529411764705882
41,0.2413793103448276
42,0.2413793103448276
43,0.2413793103448276
44,0.2413793103448276
45,0.2413793103448276
46,0.2413793103448276
47,0.2413793103448276
48,0.24242424242424243
49,0.24242424242424243
50,0.24242424242424243
51,0.24242424242424243
52,0.24242424242424243
53,0.24242424242424243
54,0.24242424242424243
55,0.24324324324324326
56,0.25
57,0.25
58,0.25
59,0.25
60,0.25
61,0.25
62,0.25
63,0.25
64,0.25
65,0.25
66,0.25
67,0.25
68,0.25
69,0.25
70,0.25
71,0.25
72,0.25
73,0.25
74,0.25
75,0.25
76,0.25
77,0.25
78,0.25
79,0.25
80,0.25
81,0.25
82,0.25
83,0.25
84,0.2571428571428571
85,0.2571428571428571
86,0.2571428571428571
87,0.2571428571428571
88,0.2571428571428571
89,0.2571428571428571
90,0.2571428571428571
91,0.2571428571428571
92,0.2571428571428571
93,0.2571428571428571
94,0.2571428571428571
95,0.2571428571428571
96,0.2571428571428571
97,0.2571428571428571
98,0.2571428571428571
99,0.2571428571428571
100,0.2571428571428571
101,0.2571428571428571
102,0.2571428571428571
103,0.25806451612903225
104,0.25806451612903225
105,0.25806451612903225
106,0.25806451612903225
107,0.25806451612903225
108,0.25806451612903225
109,0.25806451612903225
110,0.25806451612903225
111,0.25806451612903225
112,0.25806451612903225
113,0.25806451612903225
114,0.25806451612903225
115,0.25806451612903225
116,0.25806451612903225
117,0.25806451612903225
118,0.25806451612903225
119,0.25806451612903225
120,0.25806451612903225
121,0.25806451612903225
122,0.25806451612903225
123,0.25806451612903225
124,0.25806451612903225
125,0.25806451612903225
126,0.25806451612903225
127,0.25806451612903225
128,0.25806451612903225
129,0.25806451612903225
130,0.25806451612903225
131,0.25806451612903225
132,0.25806451612903225
133,0.25806451612903225
134,0.25925925925925924
135,0.25925925925925924
136,0.25925925925925924
137,0.25925925925925924
138,0.25925925925925924
139,0.25925925925925924
140,0.25925925925925924
141,0.25925925925925924
142,0.25925925925925924
143,0.25925925925925924
144,0.25925925925925924
145,0.25925925925925924
146,0.25925925925925924
147,0.25925925925925924
148,0.25925925925925924
149,0.2647058823529412
150,0.2647058823529412
151,0.2647058823529412
152,0.2647058823529412
153,0.2647058823529412
154,0.2647058823529412
155,0.2647058823529412
156,0.2647058823529412
157,0.2647058823529412
158,0.2647058823529412
159,0.2647058823529412
160,0.2647058823529412
161,0.2647058823529412
162,0.2647058823529412
163,0.26666666666666666
164,0.26666666666666666
165,0.26666666666666666
166,0.26666666666666666
167,0.26666666666666666
168,0.26666666666666666
169,0.26666666666666666
170,0.26666666666666666
171,0.26666666666666666
172,0.26666666666666666
173,0.26666666666666666
174,0.26666666666666666
175,0.26666666666666666
176,0.26666666666666666
177,0.26666666666666666
178,0.26666666666666666
179,0.26666666666666666
180,0.26666666666666666
181,0.26666666666666666
182,0.26666666666666666
183,0.26666666666666666
184,0.26666666666666666
185,0.26666666666666666
186,0.26666666666666666
187,0.26666666666666666
188,0.26666666666666666
189,0.26666666666666666
190,0.26666666666666666
191,0.26666666666666666
192,0.26666666666666666
193,0.26666666666666666
194,0.26666666666666666
195,0.26666666666666666
196,0.26666666666666666
197,0.2692307692307692
198,0.2692307692307692
199,0.2692307692307692
200,0.2692307692307692
201,0.2692307692307692
202,0.2692307692307692
203,0.2692307692307692
204,0.2692307692307692
205,0.2702702702702703
206,0.2702702702702703
207,0.2702702702702703
208,0.2702702702702703
209,0.2702702702702703
210,0.2702702702702703
211,0.2702702702702703
212,0.2702702702702703
213,0.2727272727272727
214,0.2727272727272727
215,0.2727272727272727
216,0.2727272727272727
217,0.2727272727272727
218,0.2727272727272727
219,0.2727272727272727
220,0.2727272727272727
221,0.2727272727272727
222,0.2727272727272727
223,0.2727272727272727
224,0.2727272727272727
225,0.2727272727272727
226,0.2727272727272727
227,0.2727272727272727
228,0.2727272727272727
229,0.2727272727272727
230,0.2727272727272727
231,0.2727272727272727
232,0.2727272727272727
233,0.2727272727272727
234,0.2727272727272727
235,0.2727272727272727
236,0.2727272727272727
237,0.2727272727272727
238,0.2727272727272727
239,0.2727272727272727
240,0.2727272727272727
241,0.2727272727272727
242,0.2727272727272727
243,0.2727272727272727
244,0.2727272727272727
245,0.2727272727272727
246,0.2727272727272727
247,0.2727272727272727
248,0.2727272727272727
249,0.2727272727272727
250,0.2727272727272727
251,0.2727272727272727
252,0.2727272727272727
253,0.2727272727272727
254,0.2727272727272727
255,0.2727272727272727
256,0.2727272727272727
257,0.2727272727272727
258,0.2727272727272727
259,0.2727272727272727
260,0.2727272727272727
261,0.2727272727272727
